date,DE0005933931,DE0006289390,DE000A0F5UF5,DE000A0F5UG3,DE000ETFL474,IE0005042456,IE000NBRE3P7,IE00B53SZB19,IE00B5BMR087,IE00B6X2VY59,IE00BCRY6557,IE00BFY0GT14,IE00BJK55C48,IE00BJQRDN15,IE00BKWQ0G16,IE00BM67HX07,IE00BZ02LR44,IE00BZ048462,LU0274211480,LU0340285161,LU1109942653,LU1109943388,LU1681040900,LU1829219390,LU1900066033
2000-04-27,,,,,,10.0,,,,,,,,,,,,,,,,,,,
2000-05-08,,,,,,10.06,,,,,,,,,,,,,,,,,,,
2000-05-22,,,,,,9.78,,,,,,,,,,,,,,,,,,,
2000-06-05,,,,,,10.61,,,,,,,,,,,,,,,,,,,
2000-06-19,,,,,,10.52,,,,,,,,,,,,,,,,,,,
2000-07-03,,,,,,10.49,,,,,,,,,,,,,,,,,,,
2000-07-17,,,,,,10.58,,,,,,,,,,,,,,,,,,,
2000-08-01,,,,,,10.32,,,,,,,,,,,,,,,,,,,
2000-08-14,,,,,,10.45,,,,,,,,,,,,,,,,,,,
2000-08-29,,,,,,10.7,,,,,,,,,,,,,,,,,,,
2000-09-11,,,,,,10.7,,,,,,,,,,,,,,,,,,,
2000-09-25,,,,,,10.18,,,,,,,,,,,,,,,,,,,
2000-10-09,,,,,,10.19,,,,,,,,,,,,,,,,,,,
2000-10-23,,,,,,10.28,,,,,,,,,,,,,,,,,,,
2000-11-06,,,,,,10.46,,,,,,,,,,,,,,,,,,,
2000-11-20,,,,,,10.33,,,,,,,,,,,,,,,,,,,
2000-12-04,,,,,,10.02,,,,,,,,,,,,,,,,,,,
2000-12-18,,,,,,10.17,,,,,,,,,,,,,,,,,,,
2000-12-27,63.01,,,,,,,,,,,,,,,,,,,,,,,,
2001-01-02,63.82,,,,,10.06,,,,,,,,,,,,,,,,,,,
2001-01-15,65.36,,,,,10.06,,,,,,,,,,,,,,,,,,,
2001-01-29,66.98,,,,,10.3,,,,,,,,,,,,,,,,,,,
2001-02-12,65.19,,,,,10.17,,,,,,,,,,,,,,,,,,,
2001-02-26,61.76,,,,,9.66,,,,,,,,,,,,,,,,,,,
2001-03-12,60.89,,,,,9.53,,,,,,,,,,,,,,,,,,,
2001-03-26,57.27,,,,,9.15,,,,,,,,,,,,,,,,,,,
2001-04-09,57.9,,,,,9.3,,,,,,,,,,,,,,,,,,,
2001-04-23,60.58,,,,,9.64,,,,,,,,,,,,,,,,,,,
2001-05-07,61.36,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-08,,,,,,9.68,,,,,,,,,,,,,,,,,,,
2001-05-21,61.75,,,,,9.77,,,,,,,,,,,,,,,,,,,
2001-06-04,61.81,,,,,9.6,,,,,,,,,,,,,,,,,,,
2001-06-18,59.15,,,,,9.3,,,,,,,,,,,,,,,,,,,
2001-07-02,60.76,,,,,9.38,,,,,,,,,,,,,,,,,,,
2001-07-16,59.23,,,,,9.05,,,,,,,,,,,,,,,,,,,
2001-07-30,58.29,,,,,8.94,,,,,,,,,,,,,,,,,,,
2001-08-13,55.08,,,,,8.92,,,,,,,,,,,,,,,,,,,
2001-08-27,54.47,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-28,,,,,,8.96,,,,,,,,,,,,,,,,,,,
2001-09-10,46.5,,,,,8.29,,,,,,,,,,,,,,,,,,,
2001-09-19,,88.9,,,,,,,,,,,,,,,,,,,,,,,
2001-09-24,39.43,84.6,,,,7.6,,,,,,,,,,,,,,,,,,,
2001-10-08,44.61,90.67,,,,8.3,,,,,,,,,,,,,,,,,,,
2001-10-22,45.71,92.58,,,,8.41,,,,,,,,,,,,,,,,,,,
2001-11-05,47.36,94.42,,,,8.65,,,,,,,,,,,,,,,,,,,
2001-11-19,52.04,99.67,,,,8.87,,,,,,,,,,,,,,,,,,,
2001-12-03,49.28,97.66,,,,8.59,,,,,,,,,,,,,,,,,,,
2001-12-17,50.38,98.68,,,,8.54,,,,,,,,,,,,,,,,,,,
2002-01-01,,,,,,8.68,,,,,,,,,,,,,,,,,,,
2002-01-02,51.67,100.23,,,,,,,,,,,,,,,,,,,,,,,
2002-01-14,51.32,99.88,,,,8.5,,,,,,,,,,,,,,,,,,,
2002-01-28,52.07,99.14,,,,8.69,,,,,,,,,,,,,,,,,,,
2002-02-11,49.1,98.11,,,,8.58,,,,,,,,,,,,,,,,,,,
2002-02-25,48.23,101.01,,,,8.5,,,,,,,,,,,,,,,,,,,
2002-03-11,53.25,105.96,,,,8.79,,,,,,,,,,,,,,,,,,,
2002-03-25,53.69,104.85,,,,8.73,,,,,,,,,,,,,,,,,,,
2002-04-08,51.58,102.07,,,,8.69,,,,,,,,,,,,,,,,,,,
2002-04-22,51.97,102.82,,,,8.77,,,,,,,,,,,,,,,,,,,
2002-05-06,49.12,100.67,,,,,,,,,,,,,,,,,,,,,,,
2002-05-07,,,,,,8.61,,,,,,,,,,,,,,,,,,,
2002-05-20,50.39,103.53,,,,8.77,,,,,,,,,,,,,,,,,,,
2002-06-03,48.35,100.24,,,,,,,,,,,,,,,,,,,,,,,
2002-06-05,,,,,,8.41,,,,,,,,,,,,,,,,,,,
2002-06-17,44.09,96.09,,,,8.02,,,,,,,,,,,,,,,,,,,
2002-07-01,44.08,93.91,,,,7.9,,,,,,,,,,,,,,,,,,,
2002-07-15,40.24,86.27,,,,6.74,,,,,,,,,,,,,,,,,,,
2002-07-29,37.13,85.16,,,,7.09,,,,,,,,,,,,,,,,,,,
2002-08-12,36.64,87.01,,,,7.13,,,,,,,,,,,,,,,,,,,
2002-08-26,38.7,89.74,,,,,,,,,,,,,,,,,,,,,,,
2002-08-27,,,,,,7.55,,,,,,,,,,,,,,,,,,,
2002-09-09,34.0,84.52,,,,6.9,,,,,,,,,,,,,,,,,,,
2002-09-23,29.65,79.84,,,,6.36,,,,,,,,,,,,,,,,,,,
2002-10-07,26.65,76.31,,,,6.43,,,,,,,,,,,,,,,,,,,
2002-10-21,31.47,83.73,,,,7.03,,,,,,,,,,,,,,,,,,,
2002-11-04,32.84,87.5,,,,7.05,,,,,,,,,,,,,,,,,,,
2002-11-18,32.16,86.87,,,,7.02,,,,,,,,,,,,,,,,,,,
2002-12-02,34.73,91.9,,,,7.09,,,,,,,,,,,,,,,,,,,
2002-12-16,31.33,86.48,,,,6.8,,,,,,,,,,,,,,,,,,,
2002-12-30,28.89,84.31,,,,6.66,,,,,,,,,,,,,,,,,,,
2003-01-13,30.97,90.07,,,,6.74,,,,,,,,,,,,,,,,,,,
2003-01-27,27.1,82.85,,,,5.95,,,,,,,,,,,,,,,,,,,
2003-02-10,25.59,80.26,,,,6.11,,,,,,,,,,,,,,,,,,,
2003-02-24,25.87,81.05,,,,6.33,,,,,,,,,,,,,,,,,,,
2003-03-10,23.46,78.1,,,,5.91,,,,,,,,,,,,,,,,,,,
2003-03-24,25.99,85.01,,,,6.47,,,,,,,,,,,,,,,,,,,
2003-04-07,27.92,86.71,,,,6.81,,,,,,,,,,,,,,,,,,,
2003-04-22,28.52,84.62,,,,6.78,,,,,,,,,,,,,,,,,,,
2003-05-05,30.12,87.61,,,,,,,,,,,,,,,,,,,,,,,
2003-05-06,,,,,,6.94,,,,,,,,,,,,,,,,,,,
2003-05-19,28.92,87.89,,,,6.84,,,,,,,,,,,,,,,,,,,
2003-06-02,30.29,91.28,,,,7.16,,,,,,,,,,,,,,,,,,,
2003-06-16,32.07,93.85,,,,7.21,,,,,,,,,,,,,,,,,,,
2003-06-30,32.46,92.61,,,,7.01,,,,,,,,,,,,,,,,,,,
2003-07-14,33.73,94.66,,,,7.18,,,,,,,,,,,,,,,,,,,
2003-07-28,33.9,94.73,,,,7.21,,,,,,,,,,,,,,,,,,,
2003-08-11,33.19,94.52,,,,7.27,,,,,,,,,,,,,,,,,,,
2003-08-25,34.93,95.56,,,,,,,,,,,,,,,,,,,,,,,
2003-08-26,,,,,,7.32,,,,,,,,,,,,,,,,,,,
2003-09-08,36.33,98.31,,,,7.52,,,,,,,,,,,,,,,,,,,
2003-09-22,34.52,97.89,,,,7.41,,,,,,,,,,,,,,,,,,,
2003-10-06,33.87,98.41,,,,7.49,,,,,,,,,,,,,,,,,,,
2003-10-20,35.23,100.4,,,,7.63,,,,,,,,,,,,,,,,,,,
2003-11-03,37.16,101.51,,,,7.6,,,,,,,,,,,,,,,,,,,
2003-11-17,36.88,100.0,,,,7.62,,,,,,,,,,,,,,,,,,,
2003-12-01,37.83,101.3,,,,7.76,,,,,,,,,,,,,,,,,,,
2003-12-15,38.63,104.16,,,,7.65,,,,,,,,,,,,,,,,,,,
2003-12-29,39.14,106.93,,,,7.85,,,,,,,,,,,,,,,,,,,
2004-01-12,39.7,107.85,,,,7.83,,,,,,,,,,,,,,,,,,,
2004-01-26,41.08,109.2,,,,7.83,,,,,,,,,,,,,,,,,,,
2004-02-09,40.67,109.13,,,,7.81,,,,,,,,,,,,,,,,,,,
2004-02-23,40.63,109.84,,,,7.98,,,,,,,,,,,,,,,,,,,
2004-03-08,41.29,109.77,,,,8.05,,,,,,,,,,,,,,,,,,,
2004-03-22,36.9,104.14,,,,7.7,,,,,,,,,,,,,,,,,,,
2004-04-05,40.04,108.3,,,,7.97,,,,,,,,,,,,,,,,,,,
2004-04-19,39.8,107.9,,,,8.09,,,,,,,,,,,,,,,,,,,
2004-05-03,39.63,106.43,,,,,,,,,,,,,,,,,,,,,,,
2004-05-04,,,,,,8.11,,,,,,,,,,,,,,,,,,,
2004-05-17,37.03,102.6,,,,7.86,,,,,,,,,,,,,,,,,,,
2004-06-01,38.9,105.6,,,,7.9,,,,,,,,,,,,,,,,,,,
2004-06-14,39.16,107.35,,,,7.93,,,,,,,,,,,,,,,,,,,
2004-06-28,40.34,108.19,,,,8.09,,,,,,,,,,,,,,,,,,,
2004-07-12,38.63,105.84,,,,7.81,,,,,,,,,,,,,,,,,,,
2004-07-26,37.57,103.65,,,,7.68,,,,,,,,,,,,,,,,,,,
2004-08-09,36.52,102.04,,,,7.74,,,,,,,,,,,,,,,,,,,
2004-08-23,37.29,104.96,,,,7.94,,,,,,,,,,,,,,,,,,,
2004-09-06,38.5,106.66,,,,8.23,,,,,,,,,,,,,,,,,,,
2004-09-20,39.21,106.24,,,,8.27,,,,,,,,,,,,,,,,,,,
2004-10-04,40.16,106.7,,,,8.45,,,,,,,,,,,,,,,,,,,
2004-10-18,38.84,103.0,,,,8.35,,,,,,,,,,,,,,,,,,,
2004-11-01,39.55,104.43,,,,8.44,,,,,,,,,,,,,,,,,,,
2004-11-15,41.02,109.74,,,,8.69,,,,,,,,,,,,,,,,,,,
2004-11-29,41.58,109.83,,,,8.61,,,,,,,,,,,,,,,,,,,
2004-12-13,41.81,110.42,,,,8.59,,,,,,,,,,,,,,,,,,,
2004-12-27,42.15,113.25,,,,,,,,,,,,,,,,,,,,,,,
2004-12-29,,,,,,8.74,,,,,,,,,,,,,,,,,,,
2005-01-10,42.56,110.63,,,,8.78,,,,,,,,,,,,,,,,,,,
2005-01-24,41.35,108.54,,,,8.73,,,,,,,,,,,,,,,,,,,
2005-02-07,43.24,111.88,,,,9.03,,,,,,,,,,,,,,,,,,,
2005-02-21,43.11,112.74,,,,9.2,,,,,,,,,,,,,,,,,,,
2005-03-07,43.76,114.58,,,,9.16,,,,,,,,,,,,,,,,,,,
2005-03-21,42.82,111.03,,,,9.04,,,,,,,,,,,,,,,,,,,
2005-04-04,42.85,108.65,,,,8.98,,,,,,,,,,,,,,,,,,,
2005-04-18,41.68,105.5,,,,8.85,,,,,,,,,,,,,,,,,,,
2005-05-02,41.88,107.43,,,,8.81,,,,,,,,,,,,,,,,,,,
2005-05-16,42.07,106.7,,,,8.98,,,,,,,,,,,,,,,,,,,
2005-05-30,44.23,110.64,,,,9.18,,,,,,,,,,,,,,,,,,,
2005-06-13,45.21,110.13,,,,9.32,,,,,,,,,,,,,,,,,,,
2005-06-27,44.8,108.29,,,,9.31,,,,,,,,,,,,,,,,,,,
2005-07-11,45.92,110.19,,,,9.68,,,,,,,,,,,,,,,,,,,
2005-07-25,47.71,111.97,,,,9.73,,,,,,,,,,,,,,,,,,,
2005-08-08,47.97,111.43,,,,9.89,,,,,,,,,,,,,,,,,,,
2005-08-22,48.89,111.9,,,,9.88,,,,,,,,,,,,,,,,,,,
2005-09-05,48.29,110.06,,,,9.92,,,,,,,,,,,,,,,,,,,
2005-09-19,48.8,111.77,,,,10.09,,,,,,,,,,,,,,,,,,,
2005-10-03,50.17,111.72,,,,10.23,,,,,,,,,,,,,,,,,,,
2005-10-17,49.25,108.71,,,,9.83,,,,,,,,,,,,,,,,,,,
2005-11-01,48.5,110.43,,,,9.89,,,,,,,,,,,,,,,,,,,
2005-11-14,50.32,112.96,,,,10.19,,,,,,,,,,,,,,,,,,,
2005-11-28,51.14,115.53,,,,10.23,,,,,,,,,,,,,,,,,,,
2005-12-12,52.37,114.13,,,,10.27,,,,,,,,,,,,,,,,,,,
2005-12-26,,,,,,10.45,,,,,,,,,,,,,,,,,,,
2005-12-27,53.78,115.01,,,,,,,,,,,,,,,,,,,,,,,
2006-01-09,54.69,116.26,,,,10.71,,,,,,,,,,,,,,,,,,,
2006-01-23,52.83,113.62,,,,10.58,,,,,,,,,,,,,,,,,,,
2006-02-06,55.96,114.48,,,,10.78,,,,,,,,,,,,,,,,,,,
2006-02-20,57.22,117.85,,,,10.97,,,,,,,,,,,,,,,,,,,
2006-03-06,56.83,117.03,,,,11.06,,,,,,,,,,,,,,,,,,,
2006-03-20,58.29,119.73,,,,11.28,,,,,,,,,,,,,,,,,,,
2006-03-27,,,16.77,12.44,,,,,,,,,,,,,,,,,,,,,
2006-04-03,59.48,119.19,17.2,12.58,,11.36,,,,,,,,,,,,,,,,,,,
2006-04-17,,,,,,11.38,,,,,,,,,,,,,,,,,,,
2006-04-18,58.28,118.75,17.06,12.23,,,,,,,,,,,,,,,,,,,,,
2006-05-01,,,,,,11.38,,,,,,,,,,,,,,,,,,,
2006-05-02,59.59,121.12,16.89,12.57,,,,,,,,,,,,,,,,,,,,,
2006-05-15,57.69,121.16,16.33,12.12,,11.05,,,,,,,,,,,,,,,,,,,
2006-05-29,56.67,120.07,16.07,11.94,,10.97,,,,,,,,,,,,,,,,,,,
2006-06-12,53.14,116.0,15.43,11.3,,10.68,,,,,,,,,,,,,,,,,,,
2006-06-26,54.3,117.35,15.57,11.56,,10.79,,,,,,,,,,,,,,,,,,,
2006-07-10,56.19,118.96,15.31,11.95,,11.2,,,,,,,,,,,,,,,,,,,
2006-07-24,54.92,117.56,14.76,11.85,,11.08,,,,,,,,,,,,,,,,,,,
2006-08-07,55.4,119.61,14.95,12.0,,11.09,,,,,,,,,,,,,,,,,,,
2006-08-21,57.05,121.1,15.6,12.41,,11.3,,,,,,,,,,,,,,,,,,,
2006-09-04,58.18,122.58,15.9,12.74,,11.44,,,,,,,,,,,,,,,,,,,
2006-09-18,58.34,123.73,16.41,12.75,,11.27,,,,,,,,,,,,,,,,,,,
2006-10-02,59.06,125.35,16.55,13.09,,11.4,,,,,,,,,,,,,,,,,,,
2006-10-16,60.89,128.12,17.3,13.47,,11.81,,,,,,,,,,,,,,,,,,,
2006-10-30,61.6,129.42,17.26,13.54,,11.73,,,,,,,,,,,,,,,,,,,
2006-11-13,62.92,130.2,17.65,13.87,,11.88,,,,,,,,,,,,,,,,,,,
2006-11-27,61.98,130.34,17.87,13.56,,11.62,,,,,,,,,,,,,,,,,,,
2006-12-11,63.66,132.36,18.01,13.76,,11.83,,,,,,,,,,,,,,,,,,,
2006-12-27,65.04,134.08,17.64,14.01,,12.0,,,,,,,,,,,,,,,,,,,
2007-01-08,65.01,133.05,17.89,13.99,,11.9,,,,,,,,,,,,,,,,,,,
2007-01-10,,,,,,,,,,,,,,,,,,,65.67,,,,,,
2007-01-22,65.8,134.0,17.76,14.19,,11.95,,,,,,,,,,,,,66.92,,,,,,
2007-02-05,67.63,136.1,17.99,14.45,,12.14,,,,,,,,,,,,,68.79,,,,,,
2007-02-19,68.75,137.34,18.23,14.71,,12.4,,,,,,,,,,,,,69.61,,,,,,
2007-03-05,64.29,130.73,17.3,13.78,,11.67,,,,,,,,,,,,,65.38,,,,,,
2007-03-19,65.63,131.71,17.6,14.14,,11.99,,,,,,,,,,,,,66.75,,,,,,
2007-04-02,68.23,133.28,17.71,14.68,,12.25,,,,,,,,,,,,,69.4,,,,,,
2007-04-16,72.18,137.08,18.35,15.2,,12.65,,,,,,,,,,,,,73.41,,,,,,
2007-04-30,72.87,141.43,18.86,15.27,,12.54,,,,,,,,,,,,,74.11,,,,,,
2007-05-14,72.93,144.07,18.96,15.44,,12.76,,,,,,,,,,,,,74.62,,,,,,
2007-05-29,76.06,146.06,19.03,15.86,,12.87,,,,,,,,,,,,,77.83,,,,,,
2007-06-11,75.33,145.01,19.12,15.69,,12.82,,,,,,,,,,,,,77.08,,,,,,
2007-06-25,77.51,145.2,19.3,15.96,,12.88,,,,,,,,,,,,,79.32,,,,,,
2007-07-09,78.94,147.36,19.9,16.26,,13.11,,,,,,,,,,,,,80.78,,,,,,
2007-07-23,77.64,150.85,20.44,15.99,,12.94,,,,,,,,,,,,,79.44,,,,,,
2007-08-06,72.75,142.97,19.23,14.85,,12.11,,,,,,,,,,,,,74.44,,,,,,
2007-08-20,72.38,141.69,18.94,14.65,,12.34,,,,,,,,,,,,,74.07,,,,,,
2007-09-03,74.73,144.63,19.91,15.2,,12.42,,,,,,,,,,,,,76.48,,,,,,
2007-09-17,73.08,145.11,19.8,14.76,,12.17,,,,,,,,,,,,,74.78,,,,,,
2007-10-01,77.4,151.8,21.04,15.57,,12.81,,,,,,,,,,,,,79.21,,,,,,
2007-10-15,77.86,151.51,21.66,15.66,,13.08,,,,,,,,,,,,,79.67,,,,,,
2007-10-29,78.25,150.11,22.03,15.79,,13.21,,,,,,,,,,,,,80.08,,,,,,
2007-11-12,76.26,142.34,20.32,15.15,,12.51,,,,,,,,,,,,,78.05,,,,,,
2007-11-26,73.92,140.72,20.23,14.81,,12.22,,,,,,,,,,,,,75.65,,,,,,
2007-12-10,78.46,149.13,21.41,15.63,,12.98,,,,,,,,,,,,,80.31,,,,,,
2007-12-24,,,,,,12.81,,,,,,,,,,,,,,,,,,,
2007-12-27,78.51,146.15,21.27,15.41,,,,,,,,,,,,,,,80.36,,,,,,
2008-01-07,76.34,139.89,19.76,14.93,,12.52,,,,,,,,,,,,,78.14,,,,,,
2008-01-21,66.32,131.89,18.48,12.97,,11.03,,,,,,,,,,,,,67.87,,,,,,
2008-02-04,68.37,138.18,18.46,13.7,,11.92,,,,,,,,,,,,,69.97,,,,,,
2008-02-18,68.04,134.75,17.85,13.42,,11.78,,,,,,,,,,,,,69.64,,,,,,
2008-03-03,65.32,133.43,17.38,12.96,,11.55,,,,,,,,,,,,,66.86,,,,,,
2008-03-17,60.36,129.36,16.84,12.13,,10.81,,,,,,,,,,,,,61.78,,,,,,
2008-04-02,63.81,134.2,17.85,12.8,,11.42,,,,,,,,,,,,,65.31,,,,,,
2008-04-14,63.99,134.6,17.99,12.85,,11.68,,,,,,,,,,,,,65.5,,,,,,
2008-04-28,67.61,140.96,19.32,13.35,,12.21,,,,,,,,,,,,,69.2,,,,,,
2008-05-12,68.29,140.46,19.84,13.41,,12.49,,,,,,,,,,,,,,,,,,,
2008-05-13,,,,,,,,,,,,,,,,,,,70.55,,,,,,
2008-05-26,67.49,136.86,19.64,13.2,,,,,,,,,,,,,,,69.48,,,,,,
2008-05-27,,,,,,12.2,,,,,,,,,,,,,,,,,,,
2008-06-09,66.14,135.04,19.81,12.85,,11.87,,,,,,,,,,,,,68.1,,,,,,
2008-06-23,63.95,129.94,19.23,12.07,,11.44,,,,,,,,,,,,,,,,,,,
2008-06-24,,,,,,,,,,,,,,,,,,,65.3,,,,,,
2008-06-25,,,,,,,,,,,,,,,,,,,,142.84,,,,,
2008-07-07,62.06,124.61,18.4,11.64,,11.13,,,,,,,,,,,,,63.9,136.62,,,,,
2008-07-21,62.35,126.03,18.22,11.72,,10.92,,,,,,,,,,,,,64.18,137.04,,,,,
2008-08-04,61.61,124.4,18.26,11.33,,10.75,,,,,,,,,,,,,63.43,134.28,,,,,
2008-08-18,62.42,127.84,19.57,11.81,,11.05,,,,,,,,,,,,,64.26,134.0,,,,,
2008-09-01,62.3,127.23,18.78,11.78,,11.39,,,,,,,,,,,,,64.14,,,,,,
2008-09-02,,,,,,,,,,,,,,,,,,,,133.18,,,,,
2008-09-15,58.84,122.83,17.46,11.18,,10.6,,,,,,,,,,,,,60.57,124.34,,,,,
2008-09-29,56.33,119.73,15.83,10.51,,9.82,,,,,,,,,,,,,58.0,117.38,,,,,
2008-10-13,49.1,99.3,13.58,9.49,,8.67,,,,,,,,,,,,,50.56,100.78,,,,,
2008-10-27,42.04,93.68,12.1,8.16,,7.85,,,,,,,,,,,,,43.28,84.28,,,,,
2008-11-10,48.75,99.74,12.73,9.26,,9.0,,,,,,,,,,,,,50.18,95.01,,,,,
2008-11-24,44.17,92.83,11.36,8.47,,8.53,,,,,,,,,,,,,45.47,86.08,,,,,
2008-12-08,45.74,98.88,12.19,8.77,,8.83,,,,,,,,,,,,,47.08,90.69,,,,,
2008-12-22,44.99,94.64,11.92,8.56,,8.73,,,,,,,,,,,,,46.32,90.63,,,,,
2009-01-05,48.33,99.96,12.66,9.14,,9.42,,,,,,,,,,,,,49.76,95.94,,,,,
2009-01-19,41.85,92.56,12.03,8.13,,8.45,,,,,,,,,,,,,43.09,87.42,,,,,
2009-02-02,41.42,88.28,11.92,7.93,,8.39,,,,,,,,,,,,,42.63,84.22,,,,,
2009-02-16,42.34,87.71,12.42,8.0,,8.53,,,,,,,,,,,,,43.59,84.52,,,,,
2009-03-02,35.97,76.75,10.96,6.93,,7.51,,,,,,,,,,,,,37.03,72.59,,,,,
2009-03-16,39.21,82.4,11.75,7.43,,8.02,,,,,,,,,,,,,40.37,77.89,,,,,
2009-04-02,38.68,83.93,12.16,7.36,,7.83,,,,,,,,,,,,,39.81,80.77,,,,,
2009-04-14,44.17,89.52,13.33,8.33,,8.3,,,,,,,,,,,,,45.48,87.83,,,,,
2009-04-27,45.5,90.8,13.87,8.5,,8.69,,,,,,,,,,,,,46.84,89.43,,,,,
2009-05-11,47.16,94.82,14.03,8.97,,9.28,,,,,,,,,,,,,48.56,96.46,,,,,
2009-05-25,47.66,93.0,13.7,9.07,,,,,,,,,,,,,,,49.08,96.62,,,,,
2009-05-26,,,,,,9.27,,,,,,,,,,,,,,,,,,,
2009-06-08,48.49,97.39,14.79,9.14,,9.29,,,,,,,,,,,,,49.94,100.06,,,,,
2009-06-22,45.47,94.11,14.38,8.7,,8.93,,,,,,,,,,,,,46.83,96.39,,,,,
2009-07-06,45.06,92.73,14.36,8.73,,8.85,,,,,,,,,,,,,46.41,96.64,,,,,
2009-07-20,48.72,98.9,15.45,9.31,,9.38,,,,,,,,,,,,,50.19,102.3,,,,,
2009-08-03,52.56,104.14,16.24,10.01,,9.88,,,,,,,,,,,,,54.14,109.54,,,,,
2009-08-17,50.38,103.17,15.81,9.61,,9.84,,,,,,,,,,,,,51.89,106.39,,,,,
2009-08-31,52.92,106.7,16.29,10.12,,,,,,,,,,,,,,,54.51,111.77,,,,,
2009-09-01,,,,,,10.23,,,,,,,,,,,,,,,,,,,
2009-09-14,54.42,108.13,16.94,10.39,,10.67,,,,,,,,,,,,,56.06,115.21,,,,,
2009-09-28,55.54,110.51,17.39,10.59,,10.98,,,,,,,,,,,,,57.21,116.27,,,,,
2009-10-12,55.99,111.78,17.46,10.69,,11.08,,,,,,,,,,,,,57.68,118.13,,,,,
2009-10-26,54.63,111.56,17.55,10.36,,11.04,,,,,,,,,,,,,56.27,117.55,,,,,
2009-11-09,54.4,114.84,17.68,10.4,,11.15,,,,,,,,,,,,,56.04,119.42,,,,,
2009-11-23,56.16,118.26,18.03,10.51,,11.45,,,,,,,,,,,,,57.85,120.4,,,,,
2009-12-07,55.99,117.75,18.0,10.47,,11.36,,,,,,,,,,,,,57.68,120.4,,,,,
2009-12-21,57.4,118.12,18.4,10.56,,11.32,,,,,,,,,,,,,59.13,119.44,,,,,
2010-01-04,58.53,119.82,18.98,10.85,,11.76,,,,,,,,,,,,,60.3,122.98,,,,,
2010-01-18,57.28,120.07,18.73,10.76,,11.75,,,,,,,,,,,,,59.0,123.88,,,,,
2010-01-26,,,,,,,,95.0,,,,,,,,,,,,,,,,,
2010-02-01,54.72,115.05,17.6,10.32,,11.23,,92.73,,,,,,,,,,,56.37,116.76,,,,,
2010-02-15,53.33,114.48,17.88,9.87,,11.09,,,,,,,,,,,,,54.94,114.56,,,,,
2010-02-16,,,,,,,,94.95,,,,,,,,,,,,,,,,,
2010-03-01,55.29,117.94,18.52,10.19,,11.62,,97.32,,,,,,,,,,,56.95,118.07,,,,,
2010-03-15,57.12,120.33,19.2,10.61,,12.05,,101.2,,,,,,,,,,,58.84,122.47,,,,,
2010-04-01,59.56,123.72,19.76,10.92,,12.32,,103.35,,,,,,,,,,,61.36,124.55,,,,,
2010-04-12,60.48,125.09,20.06,11.13,,12.47,,105.17,,,,,,,,,,,62.3,127.56,,,,,
2010-04-26,61.25,127.56,20.62,11.14,,12.43,,107.98,,,,,,,,,,,63.1,127.55,,,,,
2010-05-10,58.21,122.61,19.46,10.56,,11.68,,102.39,,,,,,,,,,,59.97,120.03,,,,,
2010-05-18,,,,,,,,,95.0,,,,,,,,,,,,,,,,
2010-05-24,56.15,115.6,18.43,9.96,,11.01,,95.71,91.02,,,,,,,,,,,,,,,,
2010-05-25,,,,,,,,,,,,,,,,,,,56.5,109.28,,,,,
2010-06-07,57.11,113.14,18.35,10.01,,11.04,,94.86,89.12,,,,,,,,,,58.84,108.58,,,,,
2010-06-21,60.85,120.14,19.35,10.84,,11.52,,99.98,94.49,,,,,,,,,,62.7,116.89,,,,,
2010-07-05,56.24,110.34,17.39,9.88,,10.49,,,,,,,,,,,,,57.94,107.86,,,,,
2010-07-06,,,,,,,,91.49,87.31,,,,,,,,,,,,,,,,
2010-07-19,58.1,115.22,18.16,10.27,,11.2,,95.95,91.02,,,,,,,,,,59.86,113.67,,,,,
2010-08-02,60.84,121.45,19.1,10.92,,11.75,,100.15,95.68,,,,,,,,,,62.68,120.25,,,,,
2010-08-16,59.07,117.61,18.38,10.46,,11.53,,96.09,91.83,,,,,,,,,,60.87,115.53,,,,,
2010-08-30,57.16,115.15,17.95,10.15,,,,93.53,89.32,,,,,,,,,,58.89,113.25,,,,,
2010-08-31,,,,,,11.43,,,,,,,,,,,,,,,,,,,
2010-09-13,60.53,120.27,19.31,10.82,,12.19,,101.41,95.59,,,,,,,,,,62.36,120.73,,,,,
2010-09-27,60.69,123.71,20.26,10.76,,12.21,,106.11,97.34,,,,,,,,,,62.53,123.49,,,,,
2010-10-11,60.99,125.93,20.45,10.73,,12.43,,106.95,99.38,,,,,,,,,,62.83,126.75,,,,,
2010-10-25,64.17,128.08,21.33,11.06,,12.61,,111.5,101.13,,,,,,,,,,66.11,128.8,,,,,
2010-11-08,65.24,130.23,22.01,11.09,,12.84,,115.5,104.41,,,,,,,,,,67.22,132.21,,,,,
2010-11-22,65.93,127.37,21.53,11.03,,12.5,,113.62,102.34,,,,,,,,,,67.93,129.19,,,,,
2010-12-06,67.2,130.09,22.01,11.02,,12.7,,115.68,104.57,,,,,,,,,,69.24,130.62,,,,,
2010-12-20,67.82,131.31,22.33,11.22,,12.96,,117.44,106.66,,,,,,,,,,69.88,132.19,,,,,
2011-01-03,67.54,134.06,22.81,11.28,,,,119.07,108.82,,,,,,,,,,69.59,135.19,,,,,
2011-01-04,,,,,,13.23,,,,,,,,,,,,,,,,,,,
