name,data_id,nsin,isin,initial_fee,ongoing_charges,capitalization,type,investment_focus,volume,performance_cy,performance_1y,performance_3y,performance_5y,volatility_cy,volatility_1y,volatility_3y,volatility_5y,max_drawdown_cy,max_drawdown_1y,max_drawdown_3y,max_drawdown_5y,months_positive_cy,capitalization_amount,capitalization_currency,performance_1m,performance_6m,volatility_1m,outperformance_3m,outperformance_1y
AB-SICAV-I-SUSTAINABLE-GLOBAL-THEMATIC-PORTFOLIO-I-EUR-ACC-H-Fonds-LU0511383688,47935766,A1C01B,LU0511383688,1.5,1.2,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",1.63,-0.06,32.33,41.86,111.44,17.41,31.14,21.35,18.04,-4.42,-32.03,-32.03,-32.03,,,,,,,,
VANGUARD-SRI-EUROPEAN-STOCK-FUND-EUR-ACC-Fonds-IE00B526YN16,37364769,A1C0ZE,IE00B526YN16,0.0,0.14,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",337.71,-0.69,-3.11,6.86,31.94,12.46,28.08,19.05,17.31,-3.86,-35.64,-35.64,-35.64,,,,,,,,
VANGUARD-ESG-DEVELOPED-WORLD-ALL-CAP-EQUITY-INDEX-FUND-EUR-ACC-Fonds-IE00B5456744,43288580,A1C0ZF,IE00B5456744,0.0,0.2,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",1.37,-0.06,5.21,29.61,67.3,13.44,28.33,18.94,16.17,-3.86,-33.75,-33.75,-33.75,,,,,,,,
CANDRIAM-SUSTAINABLE-PACIFIC-I-JPY-ACC-Fonds-BE0948756961,54522786,A1C17J,BE0948756961,0.0,0.91,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",22.92,1.82,0.37,9.78,39.8,15.14,24.35,18.52,18.56,-2.94,-30.67,-31.49,-32.36,,,,,,,,
CANDRIAM-SUSTAINABLE-NORTH-AMERICA-I-USD-ACC-Fonds-BE0948753935,54054468,A1C17K,BE0948753935,0.0,0.97,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",43.44,1.02,10.32,41.23,69.7,15.94,34.74,23.14,19.09,-3.98,-34.57,-34.57,-34.57,,,,,,,,
STATE-STREET-GLOBAL-ESG-SCREENED-MANAGED-VOLATILITY-EQUITY-FUND-P-USD-ACC-Fonds-LU0450104905,82097813,A1C2M3,LU0450104905,0.0,1.04,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",304.57,-0.84,-13.8,11.04,23.16,8.16,24.23,15.32,12.7,-2.71,-31.05,-31.05,-31.05,,,,,,,,
AB-FCP-I-SUSTAINABLE-US-THEMATIC-PORTFOLIO-I-EUR-ACC-H-Fonds-LU0520234088,38038227,A1C3BK,LU0520234088,1.5,0.95,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",474.47,0.09,31.25,53.34,134.94,19.01,35.02,24.0,19.89,-4.41,-32.28,-32.28,-32.28,,,,,,,,
AB-FCP-I-SUSTAINABLE-US-THEMATIC-PORTFOLIO-A-EUR-ACC-H-Fonds-LU0520233601,38038225,A1C3BL,LU0520233601,5.0,1.75,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",474.47,0.03,30.26,50.19,126.52,19.03,34.99,23.99,19.89,-4.43,-32.3,-32.3,-32.3,,,,,,,,
PICTET-GLOBAL-ENVIRONMENTAL-OPPORTUNITIES-I-EUR-ACC-Fonds-LU0503631631,38877103,A1C3LL,LU0503631631,5.0,1.11,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",6.84,2.15,20.68,52.21,106.35,22.09,24.08,18.3,16.11,-4.73,-29.12,-29.12,-29.12,,,,,,,,
PICTET-GLOBAL-ENVIRONMENTAL-OPPORTUNITIES-P-EUR-ACC-Fonds-LU0503631714,44939262,A1C3LM,LU0503631714,5.0,2.02,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",6.84,2.07,19.59,48.41,98.0,22.08,24.08,18.3,16.11,-4.76,-29.17,-29.17,-29.17,,,,,,,,
PICTET-GLOBAL-ENVIRONMENTAL-OPPORTUNITIES-P-DY-EUR-DIS-Fonds-LU0503631805,38877094,A1C3LN,LU0503631805,5.0,2.02,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",6.84,2.08,19.6,48.43,98.03,22.09,24.08,18.3,16.12,-4.76,-29.18,-29.18,-29.18,,,,,,,,
PICTET-GLOBAL-ENVIRONMENTAL-OPPORTUNITIES-I-USD-ACC-Fonds-LU0503632100,38877100,A1C3LP,LU0503632100,5.0,1.11,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",6.84,1.86,20.92,52.76,106.84,23.28,25.2,18.77,16.13,-4.66,-29.04,-29.04,-29.04,,,,,,,,
PICTET-GLOBAL-ENVIRONMENTAL-OPPORTUNITIES-P-USD-ACC-Fonds-LU0503632282,38877090,A1C3LQ,LU0503632282,5.0,2.02,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",6.84,1.79,19.85,48.93,98.43,23.27,25.2,18.77,16.13,-4.71,-29.1,-29.1,-29.1,,,,,,,,
PICTET-GLOBAL-ENVIRONMENTAL-OPPORTUNITIES-P-DY-USD-DIS-Fonds-LU0503632449,38877105,A1C3LR,LU0503632449,5.0,2.02,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",6.84,1.79,19.86,48.94,98.46,23.26,25.2,18.78,16.14,-4.71,-29.1,-29.1,-29.1,,,,,,,,
PICTET-GLOBAL-ENVIRONMENTAL-OPPORTUNITIES-P-CHF-ACC-Fonds-LU0503632795,38877098,A1C4SP,LU0503632795,5.0,2.2,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",6.84,2.1,19.49,48.78,97.58,23.62,25.0,19.24,16.99,-4.6,-29.3,-29.3,-29.3,,,,,,,,
PICTET-GLOBAL-ENVIRONMENTAL-OPPORTUNITIES-P-DY-GBP-DIS-Fonds-LU0503632951,38877096,A1C4SQ,LU0503632951,5.0,2.02,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",6.84,1.65,19.68,48.71,97.49,22.8,22.55,17.91,16.09,-5.72,-21.26,-21.26,-21.26,,,,,,,,
PICTET-GLOBAL-ENVIRONMENTAL-OPPORTUNITIES-R-EUR-ACC-Fonds-LU0503631987,38877102,A1C4SR,LU0503631987,5.0,2.72,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",6.84,2.01,18.74,45.31,91.18,22.08,24.08,18.3,16.12,-4.78,-29.22,-29.22,-29.22,,,,,,,,
PICTET-GLOBAL-ENVIRONMENTAL-OPPORTUNITIES-R-USD-ACC-Fonds-LU0503632522,38877107,A1C4SS,LU0503632522,5.0,2.72,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",6.84,1.73,19.02,45.83,91.62,23.27,25.2,18.77,16.13,-4.75,-29.14,-29.14,-29.14,,,,,,,,
ALLIANZ-GIF-ALLIANZ-EUROPE-EQUITY-SRI-A-EUR-DIS-Fonds-LU0542502157,316193242,A1C5BQ,LU0542502157,5.0,1.86,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",231.07,0.11,-2.32,4.28,34.14,14.27,28.09,18.97,17.65,-3.77,-37.44,-37.44,-37.44,,,,,,,,
ALLIANZ-GIF-ALLIANZ-EUROPE-EQUITY-SRI-AT-EUR-ACC-Fonds-LU0542502314,159195103,A1C5BR,LU0542502314,5.0,1.87,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",231.07,0.11,-2.31,4.28,,14.29,28.09,18.97,,-3.77,-37.44,-37.44,,,,,,,,,
ALLIANZ-GIF-ALLIANZ-EUROPE-EQUITY-SRI-W-EUR-DIS-Fonds-LU0542502660,39964009,A1C5BS,LU0542502660,0.0,0.68,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",231.07,0.22,-1.15,8.07,42.37,14.3,28.09,18.97,17.65,-3.71,-37.39,-37.39,-37.39,,,,,,,,
ALLIANZ-GIF-ALLIANZ-EUROPE-EQUITY-SRI-I-EUR-DIS-Fonds-LU0542502405,185458474,A1C5BU,LU0542502405,2.0,0.97,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",231.07,0.19,-1.45,7.1,,14.3,28.1,18.97,,-3.73,-37.42,-37.42,,,,,,,,,
NN-L-GLOBAL-SUSTAINABLE-EQUITY-V-EUR-ACC-Fonds-LU0394658412,31383141,A1C66U,LU0394658412,0.0,1.71,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",1.96,-1.44,15.86,48.12,83.77,16.65,30.57,20.89,17.72,-3.99,-32.54,-32.54,-32.54,,,,,,,,
NN-L-EMERGING-MARKETS-ENHANCED-INDEX-SUSTAINABLE-EQUITY-I-PLN-ACC-H-Fonds-LU0430559418,39809005,A1C68L,LU0430559418,2.0,0.28,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",452.12,3.8,15.85,7.94,100.27,18.4,27.84,24.77,23.56,-5.67,-31.78,-33.98,-34.37,,,,,,,,
AXA-WORLD-FUNDS-FRAMLINGTON-EUROZONE-RI-A-EUR-ACC-Fonds-LU0545089723,40210433,A1C6D9,LU0545089723,5.5,1.76,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",238.73,-0.86,0.03,8.3,38.1,14.67,28.42,19.51,17.8,-4.09,-34.42,-34.42,-34.42,,,,,,,,
AXA-WORLD-FUNDS-FRAMLINGTON-EUROZONE-RI-F-EUR-ACC-Fonds-LU0545090143,40210434,A1C6EB,LU0545090143,2.0,1.01,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",238.73,-0.79,0.79,10.77,43.37,14.65,28.42,19.52,17.8,-4.05,-34.38,-34.38,-34.38,,,,,,,,
OEKOWORLD-OEKOVISION-CLASSIC-A-EUR-DIS-Fonds-LU0551476806,227708253,A1C7C2,LU0551476806,5.0,2.34,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",1.78,3.71,17.5,35.31,68.91,14.91,20.21,14.65,13.38,-3.55,-24.49,-24.49,-24.49,100.0,,,,,,,
JSS-SUSTAINABLE-EQUITY-USA-P-USD-ACC-Fonds-LU0526864581,40108347,A1C7P1,LU0526864581,3.0,1.8,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",90.54,-0.95,5.06,38.41,85.33,18.57,34.15,23.77,20.13,-4.21,-35.83,-35.83,-35.83,,,,,,,,
SCHRODER-ISF-GLOBAL-SUSTAINABLE-GROWTH-A-USD-ACC-Fonds-LU0557290698,40720718,A1C8YU,LU0557290698,5.0,1.65,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",1.11,1.22,15.16,55.26,105.28,14.46,28.14,19.27,16.25,-3.4,-31.45,-31.45,-31.45,,,,,,,,
SCHRODER-ISF-GLOBAL-SUSTAINABLE-GROWTH-C-USD-ACC-Fonds-LU0557290854,40720725,A1C8YV,LU0557290854,1.0,0.85,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",1.11,1.29,16.08,58.99,112.77,14.47,28.13,19.27,16.25,-3.38,-31.38,-31.38,-31.38,,,,,,,,
SCHRODER-ISF-GLOBAL-SUSTAINABLE-GROWTH-A-EUR-ACC-H-Fonds-LU0557291076,40720715,A1C8YW,LU0557291076,5.0,1.68,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",1.11,0.43,24.33,40.09,102.61,14.47,28.12,19.26,16.26,-3.43,-31.71,-31.71,-31.71,,,,,,,,
SCHRODER-ISF-GLOBAL-SUSTAINABLE-GROWTH-C-EUR-ACC-H-Fonds-LU0557291233,40720719,A1C8YX,LU0557291233,1.0,0.88,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",1.11,0.5,25.33,43.53,110.07,14.48,28.12,19.26,16.26,-3.41,-31.65,-31.65,-31.65,,,,,,,,
RAIFFEISEN-NACHHALTIGKEIT-AKTIEN-I-EUR-ACC-Fonds-AT0000A0LSJ0,240541899,A1C9F0,AT0000A0LSJ0,4.0,0.91,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",549.39,0.25,4.2,,,10.61,25.96,,,-3.51,-30.17,,,,,,,,,,
JSS-SUSTAINABLE-EQUITY-EUROPE-P-EUR-ACC-Fonds-LU0484532444,34633333,A1CSKH,LU0484532444,3.0,2.1,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",39.72,-0.39,-3.98,-0.77,15.91,12.5,27.89,19.32,17.66,-3.74,-35.89,-35.89,-35.89,,,,,,,,
EDR-SICAV-EURO-SUSTAINABLE-GROWTH-K-EUR-ACC-Fonds-FR0010850198,36835789,A1CT5S,FR0010850198,0.0,1.38,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",467.11,0.93,6.04,17.31,57.99,11.39,26.93,18.33,16.87,-2.12,-33.75,-33.75,-33.75,,,,,,,,
UBS-LUX-EQUITY-FUND-US-SUSTAINABLE-USD-F-ACC-Fonds-LU0404639410,34990454,A1CTPN,LU0404639410,3.0,0.6,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",62.57,,3.23,54.18,134.59,,14.82,14.21,14.54,,-16.96,-18.62,-18.62,,,,,,,,
BL-SUSTAINABLE-HORIZON-AR-EUR-DIS-Fonds-LU0495656315,90110197,A1CU98,LU0495656315,5.0,1.95,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",66.27,-1.55,-5.88,15.73,21.94,9.05,17.92,12.55,11.01,-2.5,-21.32,-21.32,-21.32,,,,,,,,
BL-SUSTAINABLE-HORIZON-BR-EUR-ACC-Fonds-LU0495656661,90110166,A1CU99,LU0495656661,5.0,1.95,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",66.27,-1.54,-5.74,16.23,23.5,9.05,17.92,12.55,11.01,-2.49,-21.33,-21.33,-21.33,,,,,,,,
CPR-EUROLAND-ESG-P-EUR-ACC-Fonds-FR0010744532,36838952,A1CV3U,FR0010744532,3.0,1.31,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",346.4,0.63,-3.67,-5.15,20.95,12.98,29.91,20.19,18.48,-3.05,-37.48,-37.48,-37.48,,,,,,,,
BL-SUSTAINABLE-HORIZON-BI-EUR-ACC-Fonds-LU0495657552,90110185,A1CVAB,LU0495657552,5.0,0.95,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",66.27,-1.44,-4.64,21.19,33.8,9.07,17.92,12.55,11.01,-2.48,-21.21,-21.21,-21.21,,,,,,,,
STATE-STREET-GLOBAL-ESG-SCREENED-MANAGED-VOLATILITY-EQUITY-FUND-I-USD-ACC-Fonds-LU0450104814,35412551,A1CX9N,LU0450104814,0.0,0.45,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",304.57,-0.79,-13.28,13.05,26.83,8.16,24.23,15.32,12.7,-2.7,-31.01,-31.01,-31.01,,,,,,,,
NN-L-CLIMATE-ENVIRONMENT-X-CZK-ACC-H-Fonds-LU0429746091,35143337,A1CXBM,LU0429746091,5.0,2.32,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",173.94,0.31,16.52,-2.28,74.05,16.79,27.77,19.91,17.4,-5.27,-31.95,-39.57,-39.68,,,,,,,,
DPAM-INVEST-B-EQUITIES-NEWGEMS-SUSTAINABLE-L-EUR-ACC-Fonds-BE0948982310,216605700,A1CXE2,BE0948982310,2.0,2.38,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",1.78,1.03,31.86,,,15.47,28.76,,,-3.66,-29.59,,,,,,,,,,
GOLDMAN-SACHS-GLOBAL-EQUITY-PARTNERS-ESG-PORTFOLIO-OTHER-CURRENCY-GBP-DIS-Fonds-LU0502800559,36505848,A1CZCN,LU0502800559,5.5,1.75,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",48.14,-1.8,5.43,33.89,66.0,12.71,23.1,17.28,15.54,-5.74,-24.7,-24.7,-24.7,,,,,,,,
CPR-EUROLAND-ESG-I-EUR-ACC-Fonds-FR0010610758,36838949,A1CZM5,FR0010610758,2.0,0.76,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",346.4,0.67,,-3.57,24.3,12.98,,22.52,19.75,-3.04,,-37.45,-37.45,,,,,,,,
ACATIS-FAIR-VALUE-AKTIEN-GLOBAL-P-CHF-DIS-Fonds-LI0123466802,43846984,A1H70D,LI0123466802,5.0,2.26,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",87.56,1.17,15.42,21.31,53.55,15.28,27.92,19.35,16.3,-3.49,-33.14,-33.17,-33.17,,,,,,,,
NN-L-CLIMATE-ENVIRONMENT-I-EUR-ACC-Fonds-LU0555018661,59210169,A1H819,LU0555018661,2.0,0.81,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",173.94,-0.66,22.55,23.56,98.61,16.77,27.68,19.65,17.17,-5.22,-31.58,-31.58,-31.58,,,,,,,,
BNPP-CLIMATE-IMPACT-PRIVILEGE-EUR-ACC-Fonds-LU0406803147,31761115,A1H8VC,LU0406803147,3.0,1.4,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",2.35,1.78,22.28,54.03,112.58,19.37,29.04,19.62,16.88,-4.92,-34.58,-34.58,-34.58,,,,,,,,
NORDEA-1-NORTH-AMERICAN-STARS-EQUITY-FUND-BP-USD-ACC-Fonds-LU0772958525,87477243,A1J0G1,LU0772958525,5.0,1.81,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",831.01,0.36,10.33,41.1,83.5,14.31,26.66,19.17,16.48,-3.26,-30.93,-30.93,-30.93,,,,,,,,
NORDEA-1-NORTH-AMERICAN-STARS-EQUITY-FUND-BP-EUR-ACC-Fonds-LU0772958012,66643506,A1J0G2,LU0772958012,5.0,1.81,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",831.01,0.8,10.24,41.36,83.2,14.61,26.7,19.44,17.45,-3.17,-30.74,-30.74,-30.74,,,,,,,,
NORDEA-1-NORTH-AMERICAN-STARS-EQUITY-FUND-E-USD-ACC-Fonds-LU0772958954,66643495,A1J0G3,LU0772958954,0.0,2.59,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",831.01,0.3,9.52,37.97,76.76,14.29,26.66,19.17,16.48,-3.28,-30.99,-30.99,-30.99,,,,,,,,
NORDEA-1-NORTH-AMERICAN-STARS-EQUITY-FUND-E-EUR-ACC-Fonds-LU0772958798,66643509,A1J0G4,LU0772958798,0.0,2.59,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",831.01,0.74,9.43,38.23,76.48,14.6,26.71,19.45,17.44,-3.18,-30.79,-30.79,-30.79,,,,,,,,
NORDEA-1-NORTH-AMERICAN-STARS-EQUITY-FUND-BI-USD-ACC-Fonds-LU0772957808,66643511,A1J0G5,LU0772957808,0.0,0.93,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",831.01,0.43,11.29,44.6,90.96,14.31,26.66,19.17,16.48,-3.24,-30.87,-30.87,-30.87,,,,,,,,
NORDEA-1-NORTH-AMERICAN-STARS-EQUITY-FUND-BI-EUR-ACC-Fonds-LU0772957550,66643512,A1J0G6,LU0772957550,0.0,0.93,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",831.01,0.87,11.2,44.86,90.66,14.64,26.7,19.44,17.44,-3.15,-30.69,-30.69,-30.69,,,,,,,,
OeKOWORLD-GROWING-MARKETS-2-0-C-EUR-ACC-Fonds-LU0800346016,74691627,A1J0HV,LU0800346016,5.0,2.46,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",203.61,9.25,47.48,46.16,100.29,21.47,22.3,16.35,14.8,-4.73,-30.09,-30.09,-30.09,100.0,,,,,,,
OeKOWORLD-GROWING-MARKETS-2-0-D-EUR-DIS-Fonds-LU0800346289,73642598,A1J0HW,LU0800346289,0.0,1.66,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",203.61,9.36,48.57,49.38,108.35,21.46,22.28,16.34,14.78,-4.71,-30.03,-30.03,-30.03,100.0,,,,,,,
LGT-SUSTAINABLE-QUALITY-EQUITY-FUND-HEDGED-B-USD-ACC-Fonds-LI0183907802,66750840,A1J0UB,LI0183907802,5.0,1.81,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",707.42,-2.83,2.31,44.95,60.83,13.57,24.41,16.59,13.91,-4.28,-27.01,-27.01,-27.01,,,,,,,,
LGT-SUSTAINABLE-QUALITY-EQUITY-FUND-HEDGED-B-EUR-ACC-H-Fonds-LI0183907836,66970727,A1J0UC,LI0183907836,5.0,1.85,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",707.42,-3.52,10.54,31.5,60.93,13.57,24.35,16.56,13.9,-4.33,-27.19,-27.19,-27.19,,,,,,,,
LGT-SUSTAINABLE-QUALITY-EQUITY-FUND-HEDGED-B-CHF-ACC-H-Fonds-LI0183907844,66750833,A1J0UD,LI0183907844,5.0,1.85,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",707.42,-3.52,9.38,39.63,61.7,13.59,24.32,16.55,13.89,-4.35,-27.22,-27.22,-27.22,,,,,,,,
LGT-SUSTAINABLE-QUALITY-EQUITY-FUND-HEDGED-I1-EUR-ACC-H-Fonds-LI0183907877,95982792,A1J0UG,LI0183907877,5.0,0.91,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",707.42,-3.44,11.63,35.38,68.83,13.58,24.35,16.56,13.9,-4.28,-27.13,-27.13,-27.13,,,,,,,,
FBG-4ELEMENTS-I-EUR-ACC-Fonds-LU0828350248,74437274,A1J355,LU0828350248,3.0,1.32,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",24.6,3.94,14.78,39.31,103.16,15.51,30.47,20.62,17.61,-3.0,-33.77,-33.77,-33.77,,,,,,,,
ERSTE-RESPONSIBLE-STOCK-EUROPE-R01-EUR-Fonds-AT0000A0WM11,73944751,A1J3BV,AT0000A0WM11,5.0,1.86,Vollthesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",67.23,-1.7,-0.03,6.46,19.56,12.49,28.5,19.29,17.81,-4.13,-36.26,-36.26,-36.26,,,,,,,,
NORDEA-1-NORTH-AMERICAN-STARS-EQUITY-FUND-BP-NOK-ACC-Fonds-LU0772958285,69808700,A1J3S7,LU0772958285,5.0,1.81,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",831.01,0.46,10.17,40.58,81.22,14.62,23.56,17.67,16.08,-2.67,-17.84,-17.84,-17.84,,,,,,,,
NORDEA-1-NORTH-AMERICAN-STARS-EQUITY-FUND-BP-SEK-ACC-Fonds-LU0772958442,69808713,A1J3S8,LU0772958442,5.0,1.81,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",831.01,0.7,10.06,40.63,81.69,,,,,,,,,,,,,,,,
NORDEA-1-EMERGING-STARS-EQUITY-FUND-E-EUR-ACC-Fonds-LU0602538620,69726088,A1J3SR,LU0602538620,0.0,2.6,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",5.28,4.18,25.92,33.23,112.83,20.52,28.16,21.26,18.98,-6.53,-30.28,-30.28,-30.28,,,,,,,,
NORDEA-1-EMERGING-STARS-EQUITY-FUND-E-USD-ACC-Fonds-LU0705251279,69726079,A1J3SS,LU0705251279,0.0,2.6,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",5.28,3.72,26.02,32.98,113.18,19.77,28.36,21.61,18.93,-6.26,-30.71,-33.16,-33.24,,,,,,,,
NORDEA-1-NORTH-AMERICAN-STARS-EQUITY-FUND-BI-SEK-ACC-Fonds-LU0778445386,72309986,A1J532,LU0778445386,0.0,0.93,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",831.01,0.77,11.02,44.12,89.08,14.69,25.16,18.8,16.94,-3.0,-27.47,-27.47,-27.47,,,,,,,,
NORDEA-1-EMERGING-STARS-EQUITY-FUND-BP-NOK-ACC-Fonds-LU0602540014,71700296,A1J53W,LU0602540014,5.0,1.84,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",5.28,3.88,26.78,35.5,118.61,21.05,22.65,18.28,16.42,-6.15,-17.4,-24.79,-25.78,,,,,,,,
PICTET-WATER-HP-CHF-ACC-H-Fonds-LU0843168575,72468157,A1J68H,LU0843168575,5.0,2.05,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",6.6,1.89,-0.44,38.16,59.46,17.2,24.92,17.58,15.35,-3.65,-33.67,-33.67,-33.67,,,,,,,,
HSBC-RESPONSIBLE-INVESTMENT-FUNDS-SRI-GLOBAL-EQUITY-AC-EUR-ACC-Fonds-FR0000438905,206836331,A1J6SK,FR0000438905,3.0,1.59,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",,2.29,3.5,21.36,,9.39,28.79,19.37,,-1.93,-33.18,-33.18,,,,,,,,,
NORDEA-1-NORTH-AMERICAN-STARS-EQUITY-FUND-BP-GBP-ACC-Fonds-LU0772958103,74270394,A1J73S,LU0772958103,5.0,1.81,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",831.01,0.26,10.2,41.29,82.57,14.7,24.71,18.76,17.04,-4.05,-23.42,-23.42,-23.42,,,,,,,,
NORDEA-1-NORTH-AMERICAN-STARS-EQUITY-FUND-HB-EUR-ACC-H-Fonds-LU0772959259,283947676,A1J7UU,LU0772959259,5.0,1.81,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",831.01,-0.39,19.93,28.86,83.03,14.36,26.65,19.17,16.48,-3.28,-31.06,-31.06,-31.06,,,,,,,,
NORDEA-1-NORTH-AMERICAN-STARS-EQUITY-FUND-HA-EUR-DIS-H-Fonds-LU0772959093,74270380,A1J7UV,LU0772959093,5.0,1.81,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",831.01,-0.39,19.92,28.86,83.15,14.35,26.65,19.17,16.48,-3.28,-31.07,-31.07,-31.07,,,,,,,,
NORDEA-1-NORTH-AMERICAN-STARS-EQUITY-FUND-AP-EUR-DIS-Fonds-LU0772957048,268545393,A1J7UW,LU0772957048,5.0,1.81,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",831.01,0.8,10.24,41.35,83.19,14.61,26.7,19.44,17.44,-3.17,-30.74,-30.74,-30.74,,,,,,,,
NORDEA-1-NORTH-AMERICAN-STARS-EQUITY-FUND-AP-USD-DIS-Fonds-LU0772957477,74270413,A1J7X3,LU0772957477,5.0,1.81,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",831.01,0.37,10.33,41.1,83.53,14.3,26.67,19.17,16.48,-3.26,-30.93,-30.93,-30.93,,,,,,,,
VONTOBEL-FUND-SMART-DATA-EQUITY-B-USD-ACC-Fonds-LU0848325378,212404020,A1J8D0,LU0848325378,5.0,2.0,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",60.6,1.51,2.38,16.63,26.31,16.35,27.94,18.81,16.43,-4.89,-32.6,-33.07,-33.07,,,,,,,,
