name,nsin,isin,capitalization,type,performance_cy,volatility_cy,max_drawdown_cy,months_positive_cy,initial_fee,ongoing_charges,data_id
BNP-PARIBAS-DEVELOPPEMENT-HUMAIN-I-EUR-ACC-Fonds-FR0011383058,A2ARF6,FR0011383058,Thesaurierend,Aktienfonds,,,,,4.0,0.83,
GENERALI-INVESTMENTS-SICAV-SRI-AGEING-POPULATION-Z-EUR-ACC-Fonds-LU1489756558,A2ASMQ,LU1489756558,Thesaurierend,Aktienfonds,-10.53,27.57,-33.89,62.5,5.0,0.16,
SYCOMORE-HAPPY-AT-WORK-I-EUR-ACC-Fonds-LU1301026206,A2AT8C,LU1301026206,Thesaurierend,Aktienfonds,0.3,28.06,-31.38,62.5,7.0,1.0,
SWISSCANTO-LU-EQUITY-FUND-GLOBAL-WATER-INVEST-DT-EUR-ACC-Fonds-LU1495641794,A2DF1A,LU1495641794,Thesaurierend,Aktienfonds,-1.75,34.21,-33.96,50.0,5.0,0.92,
BNPP-HUMAN-DEVELOPMENT-CLASSIC-EUR-DIS-Fonds-LU1165136257,A2DF7K,LU1165136257,Ausschüttend,Aktienfonds,-6.87,28.85,-29.12,37.5,3.0,1.95,
RAIFFEISEN-NACHHALTIGKEIT-MOMENTUM-R-EUR-DIS-Fonds-AT0000A1PKQ1,A2DF8S,AT0000A1PKQ1,Ausschüttend,Aktienfonds,-7.36,30.38,-34.61,62.5,4.0,1.62,
RAIFFEISEN-NACHHALTIGKEIT-MOMENTUM-I-EUR-ACC-Fonds-AT0000A1PKR9,A2DF8U,AT0000A1PKR9,Thesaurierend,Aktienfonds,-6.85,30.36,-34.55,62.5,4.0,0.93,
RAIFFEISEN-NACHHALTIGKEIT-MOMENTUM-R-EUR-ACC-Fonds-AT0000A1PKP3,A2DF91,AT0000A1PKP3,Thesaurierend,Aktienfonds,-7.37,30.37,-34.61,62.5,4.0,1.62,
RAIFFEISEN-NACHHALTIGKEIT-MOMENTUM-I-EUR-Fonds-AT0000A1PKT5,A2DF92,AT0000A1PKT5,Vollthesaurierer,Aktienfonds,-6.84,30.36,-34.55,62.5,4.0,0.93,
WELLINGTON-GLOBAL-IMPACT-FUND-S-USD-ACC-Fonds-IE00BDB47662,A2DGFF,IE00BDB47662,Thesaurierend,Aktienfonds,0.7,33.8,-35.88,75.0,0.0,0.8,
WELLINGTON-GLOBAL-IMPACT-FUND-D-USD-ACC-Fonds-IE00BD6FTP73,A2DGFG,IE00BD6FTP73,Thesaurierend,Aktienfonds,0.11,33.8,-35.93,62.5,5.0,1.6,
WELLINGTON-GLOBAL-IMPACT-FUND-N-USD-ACC-Fonds-IE00BD72Z263,A2DGFH,IE00BD72Z263,Thesaurierend,Aktienfonds,0.59,33.8,-35.89,75.0,0.0,0.95,
RAIFFEISEN-NACHHALTIGKEIT-MOMENTUM-I-EUR-DIS-Fonds-AT0000A1PKS7,A2DGFY,AT0000A1PKS7,Ausschüttend,Aktienfonds,-6.86,30.36,-34.55,62.5,4.0,0.93,
CANDRIAM-SRI-EQUITY-PACIFIC-C-JPY-ACC-Fonds-LU1434526460,A2DGHS,LU1434526460,Thesaurierend,Aktienfonds,-13.05,26.99,-31.54,50.0,3.5,1.84,
CANDRIAM-SRI-EQUITY-PACIFIC-C-JPY-DIS-Fonds-LU1434526544,A2DGHT,LU1434526544,Ausschüttend,Aktienfonds,,,,,3.5,1.84,
CANDRIAM-SRI-EQUITY-PACIFIC-I-JPY-ACC-Fonds-LU1434526627,A2DGHU,LU1434526627,Thesaurierend,Aktienfonds,-12.35,26.98,-31.41,50.0,0.0,0.75,
CANDRIAM-SRI-EQUITY-NORTH-AMERICA-I-H-CHF-ACC-H-Fonds-LU1434526031,A2DGJ9,LU1434526031,Thesaurierend,Aktienfonds,,,,,0.0,0.65,
LEGG-MASON-CLEARBRIDGE-US-EQUITY-SUSTAINABILITY-LEADERS-S-USD-ACC-Fonds-IE00BZ1BLN67,A2DGJE,IE00BZ1BLN67,Thesaurierend,Aktienfonds,4.08,37.12,-31.51,75.0,0.0,0.23,
CANDRIAM-SRI-EQUITY-NORTH-AMERICA-I-H-EUR-ACC-H-Fonds-LU1507501481,A2DGKA,LU1507501481,Thesaurierend,Aktienfonds,2.58,39.07,-34.77,62.5,0.0,0.65,
SCHRODER-ISF-QEP-GLOBAL-ESG-A-USD-ACC-Fonds-LU1528092551,A2DHAR,LU1528092551,Thesaurierend,Aktienfonds,-11.5,25.79,-31.38,62.5,5.0,1.64,
JPMORGAN-FUNDS-EUROPE-SUSTAINABLE-EQUITY-FUND-A-EUR-ACC-Fonds-LU1529808336,A2DHD7,LU1529808336,Thesaurierend,Aktienfonds,-9.6,28.29,-35.26,62.5,5.0,1.79,
JPMORGAN-FUNDS-EUROPE-SUSTAINABLE-EQUITY-FUND-C-EUR-ACC-Fonds-LU1529809060,A2DHD9,LU1529809060,Thesaurierend,Aktienfonds,-8.93,28.29,-35.21,62.5,0.0,0.75,
JPMORGAN-FUNDS-EUROPE-SUSTAINABLE-EQUITY-FUND-I-EUR-ACC-Fonds-LU1529809227,A2DHEB,LU1529809227,Thesaurierend,Aktienfonds,-8.9,28.29,-35.21,62.5,0.0,0.71,
LOMBARD-ODIER-FUNDS-GLOBAL-RESPONSIBLE-EQUITY-N-USD-ACC-Fonds-LU1490631709,A2DJ5J,LU1490631709,Thesaurierend,Aktienfonds,-9.97,30.77,-35.08,62.5,5.0,0.92,
ROBECO-QI-GLOBAL-SUSTAINABLE-CONSERVATIVE-EQUITIES-F-EUR-ACC-Fonds-LU1520982197,A2DJLW,LU1520982197,Thesaurierend,Aktienfonds,-12.75,27.38,-34.0,50.0,0.0,0.71,
ROBECO-QI-GLOBAL-SUSTAINABLE-CONSERVATIVE-EQUITIES-D-EUR-ACC-Fonds-LU1520981892,A2DJLX,LU1520981892,Thesaurierend,Aktienfonds,-13.08,27.38,-34.02,50.0,5.0,1.21,
ERSTE-RESPONSIBLE-STOCK-DIVIDEND-R01-EUR-DIS-Fonds-AT0000A1QA61,A2DJMR,AT0000A1QA61,Ausschüttend,Aktienfonds,-17.67,30.25,-34.49,62.5,3.5,1.51,
ERSTE-RESPONSIBLE-STOCK-DIVIDEND-R01-EUR-ACC-Fonds-AT0000A1QA79,A2DJNN,AT0000A1QA79,Thesaurierend,Aktienfonds,-17.64,30.25,-34.5,62.5,3.5,1.51,
ERSTE-RESPONSIBLE-STOCK-DIVIDEND-R01-EUR-Fonds-AT0000A1QA87,A2DJNR,AT0000A1QA87,Vollthesaurierer,Aktienfonds,-17.62,30.26,-34.49,62.5,3.5,1.51,
CHAMPION-ETHICAL-EQUITY-FUND-USD-ACC-Fonds-LI0348132080,A2DJTG,LI0348132080,Thesaurierend,Aktienfonds,6.97,29.05,-25.82,62.5,1.0,1.32,
CHAMPION-ETHICAL-EQUITY-FUND-CHF-ACC-Fonds-LI0348132148,A2DJTH,LI0348132148,Thesaurierend,Aktienfonds,6.92,27.02,-27.14,50.0,1.0,1.32,
CHAMPION-ETHICAL-EQUITY-FUND-EUR-ACC-Fonds-LI0348132296,A2DJTJ,LI0348132296,Thesaurierend,Aktienfonds,7.02,26.71,-26.94,62.5,1.0,1.32,
LOMBARD-ODIER-FUNDS-GLOBAL-RESPONSIBLE-EQUITY-P-EUR-ACC-H-Fonds-LU1540722847,A2DJZ4,LU1540722847,Thesaurierend,Aktienfonds,-8.57,30.82,-35.45,62.5,5.0,1.62,
RAIFFEISEN-NACHHALTIGKEIT-EM-AKTIEN-I-EUR-DIS-Fonds-AT0000A1TB75,A2DK70,AT0000A1TB75,Ausschüttend,Aktienfonds,-6.57,27.16,-32.31,62.5,5.0,1.4,
RAIFFEISEN-NACHHALTIGKEIT-EM-AKTIEN-R-EUR-DIS-Fonds-AT0000A1TB42,A2DK7Y,AT0000A1TB42,Ausschüttend,Aktienfonds,-7.29,27.18,-32.4,62.5,5.0,2.34,
RAIFFEISEN-NACHHALTIGKEIT-EM-AKTIEN-R-EUR-Fonds-AT0000A1TB59,A2DK7Z,AT0000A1TB59,Vollthesaurierer,Aktienfonds,-7.25,27.17,-32.4,62.5,5.0,2.34,
RAIFFEISEN-NACHHALTIGKEIT-EM-AKTIEN-I-EUR-ACC-Fonds-AT0000A1TB67,A2DK8B,AT0000A1TB67,Thesaurierend,Aktienfonds,-6.56,27.16,-32.31,62.5,5.0,1.4,
BMO-RESPONSIBLE-GLOBAL-EMERGING-MARKETS-EQUITY-FUND-R-EUR-ACC-Fonds-LU1554262680,A2DKQB,LU1554262680,Thesaurierend,Aktienfonds,-9.66,23.89,-30.06,62.5,0.0,1.0,
RAIFFEISEN-NACHHALTIGKEIT-EM-AKTIEN-R-EUR-ACC-Fonds-AT0000A1TB34,A2DKRT,AT0000A1TB34,Thesaurierend,Aktienfonds,-7.27,27.18,-32.4,62.5,5.0,2.34,
RAIFFEISEN-NACHHALTIGKEIT-AKTIEN-RZ-EUR-ACC-Fonds-AT0000A1U677,A2DL5X,AT0000A1U677,Thesaurierend,Aktienfonds,-3.37,29.22,-30.17,62.5,0.0,0.92,
CANDRIAM-SRI-EQUITY-EMERGING-MARKETS-C-EUR-ACC-Fonds-LU1434523954,A2DL75,LU1434523954,Thesaurierend,Aktienfonds,3.82,25.12,-30.14,75.0,3.5,1.89,
CANDRIAM-SRI-EQUITY-EMERGING-MARKETS-C-EUR-DIS-Fonds-LU1434524093,A2DL76,LU1434524093,Ausschüttend,Aktienfonds,3.78,25.66,-30.15,75.0,3.5,1.9,
CANDRIAM-SRI-EQUITY-EMERGING-MARKETS-I-EUR-ACC-Fonds-LU1434524259,A2DL77,LU1434524259,Thesaurierend,Aktienfonds,4.64,25.11,-30.07,75.0,0.0,0.81,
CANDRIAM-SRI-EQUITY-EMERGING-MARKETS-R-EUR-ACC-Fonds-LU1434524416,A2DL78,LU1434524416,Thesaurierend,Aktienfonds,,,,,3.5,1.05,
CANDRIAM-SRI-EQUITY-WORLD-C-EUR-ACC-Fonds-LU1434527435,A2DL8A,LU1434527435,Thesaurierend,Aktienfonds,-4.09,32.88,-33.75,62.5,3.5,1.86,
CANDRIAM-SRI-EQUITY-WORLD-C-EUR-DIS-Fonds-LU1434527518,A2DL8B,LU1434527518,Ausschüttend,Aktienfonds,-4.1,32.88,-33.73,62.5,3.5,1.92,
CANDRIAM-SRI-EQUITY-WORLD-I-EUR-ACC-Fonds-LU1434527781,A2DL8C,LU1434527781,Thesaurierend,Aktienfonds,-3.32,32.88,-33.68,62.5,0.0,0.75,
CANDRIAM-SRI-EQUITY-WORLD-V-EUR-ACC-Fonds-LU1434528672,A2DL8D,LU1434528672,Thesaurierend,Aktienfonds,,,,,0.0,0.55,
CANDRIAM-SRI-EQUITY-NORTH-AMERICA-V-USD-ACC-Fonds-LU1313773126,A2DLKL,LU1313773126,Thesaurierend,Aktienfonds,-8.42,42.66,-34.44,,0.0,0.45,
NORDEA-1-GLOBAL-CLIMATE-AND-ENVIRONMENT-FUND-HB-CHF-ACC-H-Fonds-LU0772915806,A2DLWK,LU0772915806,Thesaurierend,Aktienfonds,2.93,29.89,-32.63,62.5,5.0,1.84,
RAIFFEISEN-NACHHALTIGKEIT-MOMENTUM-RZ-EUR-ACC-Fonds-AT0000A1U7L1,A2DM60,AT0000A1U7L1,Thesaurierend,Aktienfonds,-6.85,30.36,-34.56,62.5,0.0,0.94,
RAIFFEISEN-NACHHALTIGKEIT-MOMENTUM-RZ-EUR-DIS-Fonds-AT0000A1U7M9,A2DM61,AT0000A1U7M9,Ausschüttend,Aktienfonds,-6.86,30.36,-34.55,62.5,0.0,0.94,
SYCOMORE-HAPPY-AT-WORK-R-EUR-ACC-Fonds-LU1301026388,A2DMBQ,LU1301026388,Thesaurierend,Aktienfonds,0.03,28.19,-31.53,62.5,3.0,2.0,
RAIFFEISEN-NACHHALTIGKEIT-AKTIEN-RZ-EUR-DIS-Fonds-AT0000A1U685,A2DMTC,AT0000A1U685,Ausschüttend,Aktienfonds,-3.38,29.22,-30.16,62.5,0.0,0.92,
RAIFFEISEN-NACHHALTIGKEIT-AKTIEN-RZ-EUR-Fonds-AT0000A1U693,A2DMTD,AT0000A1U693,Vollthesaurierer,Aktienfonds,-3.37,29.21,-30.16,62.5,0.0,0.92,
KCD-UNION-NACHHALTIG-AKTIEN-MINRISK-I-EUR-DIS-Fonds-DE000A2DMVE1,A2DMVE,DE000A2DMVE1,Ausschüttend,Aktienfonds,-8.61,26.81,-29.07,50.0,3.0,0.97,
CANDRIAM-SRI-EQUITY-WORLD-I-EUR-DIS-Fonds-LU1434527864,A2DN6B,LU1434527864,Ausschüttend,Aktienfonds,-3.32,32.88,-33.68,62.5,0.0,0.75,
ALLIANZ-GIF-ALLIANZ-EUROPE-EQUITY-SRI-IT-EUR-ACC-Fonds-LU1586357631,A2DNWH,LU1586357631,Thesaurierend,Aktienfonds,-10.6,31.13,-37.41,62.5,2.0,0.99,
NN-L-EUROPEAN-SUSTAINABLE-EQUITY-P-EUR-DIS-Fonds-LU1542714222,A2DP1H,LU1542714222,Ausschüttend,Aktienfonds,2.88,27.56,-34.49,62.5,3.0,1.8,
NN-L-EUROPEAN-SUSTAINABLE-EQUITY-X-EUR-ACC-Fonds-LU1542714578,A2DQB5,LU1542714578,Thesaurierend,Aktienfonds,2.51,27.56,-34.52,62.5,5.0,2.31,
ABERDEEN-STANDARD-SICAV-I-EMERGING-MARKETS-EQUITY-ETHICAL-FUND-G-EUR-ACC-Fonds-LU1581388326,A2DQN2,LU1581388326,Thesaurierend,Aktienfonds,-4.96,30.45,-33.15,62.5,0.0,1.23,
ABERDEEN-STANDARD-SICAV-I-EMERGING-MARKETS-EQUITY-ETHICAL-FUND-A-USD-ACC-Fonds-LU1581387781,A2DQNU,LU1581387781,Thesaurierend,Aktienfonds,-5.52,30.46,-35.35,62.5,5.0,2.02,
BFS-NACHHALTIGKEITSFONDS-AKTIEN-I-A-EUR-DIS-Fonds-DE000A2DR2S7,A2DR2S,DE000A2DR2S7,Ausschüttend,Aktienfonds,-18.53,36.01,-38.14,62.5,5.0,0.83,
BFS-NACHHALTIGKEITSFONDS-AKTIEN-I-B-EUR-DIS-Fonds-DE000A2DR2T5,A2DR2T,DE000A2DR2T5,Ausschüttend,Aktienfonds,-18.69,36.02,-38.17,62.5,5.0,1.08,
MULTIPARTNER-SICAV-ROBECOSAM-GLOBAL-GENDER-EQUALITY-IMPACT-EQUITIES-A-EUR-DIS-Fonds-LU1277652431,A2DR67,LU1277652431,Ausschüttend,Aktienfonds,-2.42,32.43,-31.9,62.5,3.0,1.77,
CSIF-LUX-EQUITY-EMERGING-MARKETS-ESG-BLUE-DB-USD-ACC-Fonds-LU1587907855,A2DRV8,LU1587907855,Thesaurierend,Aktienfonds,-2.9,27.23,-32.15,62.5,0.0,0.13,
VONTOBEL-FUND-MTX-SUSTAINABLE-EMERGING-MARKETS-LEADERS-AI-USD-DIS-Fonds-LU1609308298,A2DRWJ,LU1609308298,Ausschüttend,Aktienfonds,-4.37,28.16,-30.58,62.5,5.0,1.16,
CSIF-LUX-EQUITY-EMERGING-MARKETS-ESG-BLUE-FB-EUR-ACC-Fonds-LU1599186456,A2DRZK,LU1599186456,Thesaurierend,Aktienfonds,-2.67,26.79,-30.03,62.5,,,
MURPHY-SPITZ-UMWELTFONDS-DEUTSCHLAND-SUSTAINABILITY-FUND-GERMANY-I-EUR-ACC-Fonds-LU1541981996,A2DS19,LU1541981996,Thesaurierend,Aktienfonds,15.51,19.1,-26.94,75.0,3.0,2.1,
BROWN-ADVISORY-US-SUSTAINABLE-GROWTH-FUND-C-USD-ACC-Fonds-IE00BF1T7322,A2DSYT,IE00BF1T7322,Thesaurierend,Aktienfonds,15.72,38.15,-29.31,62.5,0.0,0.68,
NORDEA-1-EMERGING-STARS-EQUITY-FUND-AI-EUR-DIS-Fonds-LU0602539198,A2DTE0,LU0602539198,Ausschüttend,Aktienfonds,3.95,31.09,-30.16,62.5,0.0,0.95,
ISHARES-DEVELOPED-WORLD-ESG-SCREENED-INDEX-FUND-IE-D-GBP-DIS-Fonds-IE00BYZ8K068,A2DTR1,IE00BYZ8K068,Ausschüttend,Aktienfonds,-4.71,31.27,-26.06,75.0,0.0,0.15,
ISHARES-DEVELOPED-WORLD-ESG-SCREENED-INDEX-FUND-IE-D-USD-ACC-Fonds-IE00BYZ8K175,A2DTR2,IE00BYZ8K175,Thesaurierend,Aktienfonds,-4.42,33.5,-33.95,62.5,0.0,0.15,
FIDELITY-FUNDS-SUSTAINABLE-GLOBAL-EQUITY-FUND-A-EUR-ACC-Fonds-LU1627197004,A2DTRE,LU1627197004,Thesaurierend,Aktienfonds,-3.89,23.62,-27.6,62.5,5.25,1.94,
FIDELITY-FUNDS-SUSTAINABLE-GLOBAL-EQUITY-FUND-Y-USD-ACC-Fonds-LU1627197855,A2DTRG,LU1627197855,Thesaurierend,Aktienfonds,-3.47,24.41,-27.82,62.5,,1.09,
EURIZON-FUND-SUSTAINABLE-GLOBAL-EQUITY-R-EUR-ACC-Fonds-LU1529957257,A2DU2W,LU1529957257,Thesaurierend,Aktienfonds,-10.47,37.08,-35.83,62.5,3.0,1.94,
EURIZON-FUND-SUSTAINABLE-GLOBAL-EQUITY-Z-EUR-ACC-Fonds-LU1529957687,A2DU2X,LU1529957687,Thesaurierend,Aktienfonds,-9.66,37.07,-35.75,62.5,0.0,0.77,
VONTOBEL-FUND-MTX-SUSTAINABLE-EMERGING-MARKETS-LEADERS-HI-EUR-ACC-H-Fonds-LU1650589762,A2DV31,LU1650589762,Thesaurierend,Aktienfonds,-1.79,28.07,-30.78,62.5,5.0,1.22,
NN-L-EUROPEAN-SUSTAINABLE-EQUITY-N-EUR-DIS-Fonds-LU1542714065,A2DV9Q,LU1542714065,Ausschüttend,Aktienfonds,3.53,27.56,-34.44,62.5,0.0,0.95,
SEB-SUSTAINABILITY-FUND-GLOBAL-D-EUR-DIS-Fonds-LU1514256319,A2DVCC,LU1514256319,Ausschüttend,Aktienfonds,-9.39,32.34,-34.15,62.5,5.0,1.69,
TERRASSISI-AKTIEN-I-AMI-I-EUR-DIS-Fonds-DE000A2DVTE6,A2DVTE,DE000A2DVTE6,Ausschüttend,Aktienfonds,-1.47,33.78,-32.66,62.5,4.5,0.69,
WERTE-SICHERHEIT-NACHHALTIGE-INNOVATIONEN-P-A-EUR-DIS-Fonds-DE000A2DVTF3,A2DVTF,DE000A2DVTF3,Ausschüttend,Aktienfonds,4.99,18.14,-19.66,62.5,5.0,0.55,
WERTE-SICHERHEIT-NACHHALTIGE-INNOVATIONEN-I-A-EUR-DIS-Fonds-DE000A2DVTG1,A2DVTG,DE000A2DVTG1,Ausschüttend,Aktienfonds,5.26,18.42,-21.02,62.5,5.0,1.55,
BNPP-US-VALUE-MULTI-FACTOR-EQUITY-CLASSIC-USD-ACC-Fonds-LU1458427785,A2DVW0,LU1458427785,Thesaurierend,Aktienfonds,-18.02,43.04,-41.85,62.5,3.0,1.95,
BNPP-US-VALUE-MULTI-FACTOR-EQUITY-CLASSIC-EUR-DIS-H-Fonds-LU1458428247,A2DVX0,LU1458428247,Ausschüttend,Aktienfonds,-16.99,43.46,-42.6,62.5,3.0,1.95,
BNPP-US-VALUE-MULTI-FACTOR-EQUITY-PRIVILEGE-USD-ACC-Fonds-LU1458428593,A2DVX2,LU1458428593,Thesaurierend,Aktienfonds,-17.87,43.04,-41.8,62.5,3.0,1.05,
BNPP-US-VALUE-MULTI-FACTOR-EQUITY-PRIVILEGE-H-EUR-DIS-H-Fonds-LU1458428676,A2DVX3,LU1458428676,Ausschüttend,Aktienfonds,-16.6,43.51,-42.63,62.5,3.0,1.05,
BNPP-US-VALUE-MULTI-FACTOR-EQUITY-I-USD-ACC-Fonds-LU1458428759,A2DVX4,LU1458428759,Thesaurierend,Aktienfonds,-17.48,43.04,-41.79,62.5,0.0,0.96,
BNPP-US-VALUE-MULTI-FACTOR-EQUITY-IH-EUR-ACC-H-Fonds-LU1458428833,A2DVX5,LU1458428833,Thesaurierend,Aktienfonds,-16.47,43.5,-42.62,62.5,0.0,0.96,
BNPP-US-VALUE-MULTI-FACTOR-EQUITY-CLASSIC-USD-DIS-Fonds-LU1458427868,A2DVXW,LU1458427868,Ausschüttend,Aktienfonds,,114.62,-45.37,50.0,3.0,1.95,
BNPP-US-VALUE-MULTI-FACTOR-EQUITY-CLASSIC-EUR-ACC-Fonds-LU1458427942,A2DVXX,LU1458427942,Thesaurierend,Aktienfonds,-18.1,42.97,-41.44,50.0,3.0,1.95,
BNPP-US-VALUE-MULTI-FACTOR-EQUITY-CLASSIC-EUR-ACC-H-Fonds-LU1458428163,A2DVXZ,LU1458428163,Thesaurierend,Aktienfonds,-17.04,43.51,-42.69,62.5,3.0,1.95,
UBS-LUX-EQUITY-SICAV-GLOBAL-IMPACT-USD-P-ACC-Fonds-LU1679116845,A2DW9P,LU1679116845,Thesaurierend,Aktienfonds,-9.78,29.39,-34.95,62.5,3.0,1.57,
UBS-LUX-EQUITY-SICAV-GLOBAL-IMPACT-USD-P-EUR-ACC-H-Fonds-LU1679117579,A2DW9R,LU1679117579,Thesaurierend,Aktienfonds,-7.86,29.43,-35.44,62.5,3.0,1.61,
SWISSCANTO-LU-EQUITY-FUND-GLOBAL-WATER-INVEST-AA-EUR-DIS-Fonds-LU1663824750,A2DWG2,LU1663824750,Ausschüttend,Aktienfonds,-2.43,34.22,-34.02,50.0,5.0,1.87,
BNPP-AQUA-CLASSIC-USD-ACC-Fonds-LU1620156130,A2DWP7,LU1620156130,Thesaurierend,Aktienfonds,-6.64,33.64,-37.72,62.5,3.0,2.2,
NN-L-GLOBAL-SUSTAINABLE-EQUITY-R-EUR-DIS-Fonds-LU1673807860,A2DX16,LU1673807860,Ausschüttend,Aktienfonds,10.78,34.26,-32.51,75.0,3.0,1.05,
VONTOBEL-FUND-CLEAN-TECHNOLOGY-N-EUR-ACC-Fonds-LU1598842364,A2DXAU,LU1598842364,Thesaurierend,Aktienfonds,6.94,32.21,-32.91,62.5,5.0,1.23,
VONTOBEL-FUND-CLEAN-TECHNOLOGY-H-CHF-ACC-H-Fonds-LU1407930947,A2DXBY,LU1407930947,Thesaurierend,Aktienfonds,6.49,32.22,-32.99,62.5,5.0,2.11,
HSBC-MSCI-EUROPE-SELECT-SRI-INDEX-EUR-DIS-Fonds-DE000A2DXMD9,A2DXMD,DE000A2DXMD9,Ausschüttend,Aktienfonds,-5.1,27.99,-31.65,62.5,3.0,0.32,
HSBC-GLOBAL-INVESTMENT-FUND-GLOBAL-LOWER-CARBON-EQUITY-AC-USD-ACC-Fonds-LU1674673428,A2DXQ0,LU1674673428,Thesaurierend,Aktienfonds,-5.9,29.6,-33.93,62.5,5.0,1.15,
HSBC-GLOBAL-INVESTMENT-FUND-GLOBAL-LOWER-CARBON-EQUITY-AD-USD-DIS-Fonds-LU1674673691,A2DXQ1,LU1674673691,Ausschüttend,Aktienfonds,-5.91,29.59,-33.92,62.5,5.0,1.15,
NORDEA-1-GLOBAL-CLIMATE-AND-ENVIRONMENT-FUND-BC-EUR-ACC-Fonds-LU0841586075,A2DYCG,LU0841586075,Thesaurierend,Aktienfonds,2.98,29.93,-32.6,62.5,5.0,1.14,
HSBC-GLOBAL-INVESTMENT-FUND-GLOBAL-LOWER-CARBON-EQUITY-XC-USD-ACC-Fonds-LU1674673774,A2DYEE,LU1674673774,Thesaurierend,Aktienfonds,-5.48,29.61,-33.89,62.5,5.0,0.55,
NN-L-GLOBAL-SUSTAINABLE-EQUITY-R-EUR-ACC-Fonds-LU1673807605,A2DYJ9,LU1673807605,Thesaurierend,Aktienfonds,10.78,34.22,-32.49,75.0,3.0,1.05,
HSBC-MSCI-WORLD-SELECT-SRI-INDEX-EUR-DIS-Fonds-DE000A2H5YR8,A2H5YR,DE000A2H5YR8,Ausschüttend,Aktienfonds,-4.03,29.39,-32.07,62.5,3.0,0.32,
CSIF-LUX-EQUITY-EMERGING-MARKETS-ESG-BLUE-DB-EUR-ACC-Fonds-LU1587908077,A2H643,LU1587908077,Thesaurierend,Aktienfonds,-2.53,26.79,-30.0,62.5,0.0,0.13,
NORDEA-1-EUROPEAN-STARS-EQUITY-FUND-BP-EUR-ACC-Fonds-LU1706106447,A2H6N0,LU1706106447,Thesaurierend,Aktienfonds,-1.24,28.64,-33.72,62.5,5.0,1.86,
NORDEA-1-EUROPEAN-STARS-EQUITY-FUND-BC-EUR-ACC-Fonds-LU1706108146,A2H6N2,LU1706108146,Thesaurierend,Aktienfonds,-0.78,28.64,-33.68,62.5,5.0,1.15,
NORDEA-1-EUROPEAN-STARS-EQUITY-FUND-BI-EUR-ACC-Fonds-LU1706108732,A2H6N4,LU1706108732,Thesaurierend,Aktienfonds,-0.61,28.64,-33.68,62.5,0.0,0.94,
VONTOBEL-FUND-MTX-SUSTAINABLE-ASIAN-LEADERS-EX-JAPAN-AHI-EUR-DIS-H-Fonds-LU1711394905,A2H6Y7,LU1711394905,Ausschüttend,Aktienfonds,3.23,25.03,-27.88,50.0,5.0,1.23,
VONTOBEL-FUND-MTX-SUSTAINABLE-EMERGING-MARKETS-LEADERS-AHI-EUR-DIS-H-Fonds-LU1711395035,A2H6Y8,LU1711395035,Ausschüttend,Aktienfonds,-1.76,28.07,-30.78,62.5,5.0,1.22,
FOCUS-EQUITABLE-VALUES-IA-EUR-DIS-Fonds-AT0000A1YXT0,A2H6ZB,AT0000A1YXT0,Ausschüttend,Aktienfonds,-6.46,19.59,-25.73,62.5,0.0,1.22,
FOCUS-EQUITABLE-VALUES-RT-EUR-ACC-Fonds-AT0000A1YXU8,A2H6ZC,AT0000A1YXU8,Thesaurierend,Aktienfonds,-6.82,19.58,-25.76,62.5,0.0,1.62,
VONTOBEL-FUND-MTX-SUSTAINABLE-EMERGING-MARKETS-LEADERS-H-EUR-ACC-H-Fonds-LU1646585114,A2H7EW,LU1646585114,Thesaurierend,Aktienfonds,-2.43,28.08,-30.89,62.5,5.0,2.08,
VONTOBEL-FUND-MTX-SUSTAINABLE-EMERGING-MARKETS-LEADERS-I-EUR-ACC-Fonds-LU1626216888,A2H7F4,LU1626216888,Thesaurierend,Aktienfonds,-4.0,28.1,-28.39,62.5,5.0,1.16,
FEDERATED-HERMES-INVESTMENT-FUNDS-GLOBAL-EQUITY-ESG-FUND-F-CHF-ACC-H-Fonds-IE00BZ7MR242,A2H7M4,IE00BZ7MR242,Thesaurierend,Aktienfonds,-0.48,26.87,-31.71,62.5,0.0,0.71,
VONTOBEL-FUND-MTX-SUSTAINABLE-EMERGING-MARKETS-LEADERS-AI-EUR-DIS-Fonds-LU1717117979,A2H7RJ,LU1717117979,Ausschüttend,Aktienfonds,-4.01,28.1,-28.4,62.5,5.0,1.16,
NN-L-EMERGING-MARKETS-ENHANCED-INDEX-SUSTAINABLE-EQUITY-R-USD-DIS-Fonds-LU1687290491,A2H8H5,LU1687290491,Ausschüttend,Aktienfonds,-6.41,31.06,-33.32,62.5,3.0,0.35,
NN-L-EUROPEAN-SUSTAINABLE-EQUITY-R-EUR-DIS-Fonds-LU1687286119,A2H8H7,LU1687286119,Ausschüttend,Aktienfonds,-0.77,29.2,-34.45,,3.0,1.05,
NN-L-EMERGING-MARKETS-ENHANCED-INDEX-SUSTAINABLE-EQUITY-R-USD-ACC-Fonds-LU1687290228,A2H8HS,LU1687290228,Thesaurierend,Aktienfonds,-6.41,31.06,-33.32,62.5,3.0,0.35,
NN-L-EUROPEAN-SUSTAINABLE-EQUITY-R-EUR-ACC-Fonds-LU1687285905,A2H8JU,LU1687285905,Thesaurierend,Aktienfonds,3.44,27.56,-34.45,62.5,3.0,1.05,
